organization_name,category,subcategory,source_type,official_status,website_name,url,normalized_url,province,city,parent_organization,first_discovered_at,last_verified_at,discovery_method,discovered_from_url,status
中国航天科技集团有限公司,central_soe,,official_homepage,official,中国航天科技集团有限公司_中国航天科技集团有限公司,https://www.spacechina.com/n25/index.html,https://spacechina.com/n25/index.html,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国航空发动机集团有限公司,central_soe,,official_homepage,official,中国航空发动机集团 | 中国航发,https://www.aecc.cn/,https://aecc.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国航空器材集团有限公司,central_soe,,official_homepage,official,中国航空器材集团有限公司,https://www.casc.com.cn/cas/,https://casc.com.cn/cas,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国航空工业集团有限公司,central_soe,,official_homepage,official,中国航空工业集团有限公司,https://www.avic.com.cn/,https://avic.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国航空集团有限公司,central_soe,,official_homepage,official,中国航空集团公司,http://www.airchinagroup.com/cnah/,http://airchinagroup.com/cnah,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国节能环保集团有限公司,central_soe,,official_homepage,official,中国节能环保集团有限公司 > 首页,https://www.cecep.cn/,https://cecep.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国融通资产管理集团有限公司,central_soe,,official_homepage,official,中国融通资产管理集团有限公司,https://www.crtamg.com.cn/,https://crtamg.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国诚通控股集团有限公司,central_soe,,official_homepage,official,中国诚通控股集团有限公司_中国诚通控股集团有限公司,http://www.cctgroup.com.cn/,http://cctgroup.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国远洋海运集团有限公司,central_soe,,official_homepage,official,coscoshipping.com,https://www.coscoshipping.com/,https://coscoshipping.com/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国通用技术（集团）控股有限责任公司,central_soe,,official_homepage,official,中国通用技术（集团）控股有限责任公司,https://www.gt.cn/,https://gt.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国钢研科技集团有限公司,central_soe,,official_homepage,official,中国钢研,https://www.cisri.com.cn/,https://cisri.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国铁路工程集团有限公司,central_soe,,official_homepage,official,中国中铁 | 中国中铁股份有限公司,https://www.crecg.com/,https://crecg.com/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国铁路通信信号集团有限公司,central_soe,,official_homepage,official,中国通号网 > 首页,http://www.crsc.cn/,http://crsc.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国铁道建筑集团有限公司,central_soe,,official_homepage,official,中国铁建股份有限公司,https://www.crcc.cn/,https://crcc.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国铝业集团有限公司,central_soe,,official_homepage,official,中国铝业集团有限公司,https://www.chinalco.com.cn/,https://chinalco.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国长江三峡集团有限公司,central_soe,,official_homepage,official,中国长江三峡集团有限公司,https://www.ctg.com.cn/,https://ctg.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国黄金集团有限公司,central_soe,,official_homepage,official,中国黄金集团有限公司,http://www.chinagoldgroup.com/,http://chinagoldgroup.com/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中粮集团有限公司,central_soe,,official_homepage,official,中粮集团有限公司,https://www.cofco.com/cn/,https://cofco.com/cn,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
华侨城集团有限公司,central_soe,,official_homepage,official,华侨城集团欢迎您,https://www.chinaoct.com/,https://chinaoct.com/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
华润（集团）有限公司,central_soe,,official_homepage,official,华润集团欢迎您（中国华润有限公司）,https://www.crc.com.hk/,https://crc.com.hk/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
南光（集团）有限公司[中国南光集团有限公司],central_soe,,official_homepage,official,南光（集团）有限公司,http://www.namkwong.com.mo/,http://namkwong.com.mo/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
哈尔滨电气集团有限公司,central_soe,,official_homepage,official,哈尔滨电气集团有限公司,https://www.harbin-electric.com/,https://harbin-electric.com/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
国家开发投资集团有限公司,central_soe,,official_homepage,official,国家开发投资集团有限公司,https://www.sdic.com.cn/cn/index.htm,https://sdic.com.cn/cn/index.htm,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
国家电力投资集团有限公司,central_soe,,official_homepage,official,国家电力投资集团有限公司,http://www.spic.com.cn/,http://spic.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
国家电网有限公司,central_soe,,official_homepage,official,国家电网有限公司,http://www.sgcc.com.cn/,http://sgcc.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
国家石油天然气管网集团有限公司,central_soe,,official_homepage,official,国家石油天然气管网集团有限公司,https://www.pipechina.com.cn/index.html,https://pipechina.com.cn/index.html,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
国家能源投资集团有限责任公司,central_soe,,official_homepage,official,国家能源集团,https://www.ceic.com/,https://ceic.com/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
招商局集团有限公司,central_soe,,official_homepage,official,招商局集团,https://www.cmhk.com/main/,https://cmhk.com/main,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
新兴际华集团有限公司,central_soe,,official_homepage,official,首页_新兴际华集团,http://www.xxcig.com/,http://xxcig.com/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
矿冶科技集团有限公司,central_soe,,official_homepage,official,矿冶科技集团有限公司,https://www.bgrimm.com/,https://bgrimm.com/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
鞍钢集团有限公司,central_soe,,official_homepage,official,鞍钢集团官方网站,http://www.ansteel.cn/,http://ansteel.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
上海市国资委,local_soe,,government_site,official,上海市国有资产监督管理委员会,https://www.gzw.sh.gov.cn/,https://gzw.sh.gov.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://www.gzw.sh.gov.cn/,active
四川省国资委,local_soe,,government_site,official,四川省政府国有资产监督管理委员会,https://gzw.sc.gov.cn/,https://gzw.sc.gov.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gzw.sc.gov.cn/,active
山东省国资委,local_soe,,government_site,official,山东省人民政府国有资产监督管理委员会,http://gzw.shandong.gov.cn/,http://gzw.shandong.gov.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,http://gzw.shandong.gov.cn/,active
广东省国资委,local_soe,,government_site,official,广东省人民政府国有资产监督管理委员会,https://gzw.gd.gov.cn/,https://gzw.gd.gov.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gzw.gd.gov.cn/,active
江苏省国资委,local_soe,,government_site,official,江苏省国资委,https://jsgzw.jiangsu.gov.cn/,https://jsgzw.jiangsu.gov.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://jsgzw.jiangsu.gov.cn/,active
浙江省国资委,local_soe,,government_site,official,首页,https://gzw.zj.gov.cn/,https://gzw.zj.gov.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gzw.zj.gov.cn/,active
湖北省国资委,local_soe,,government_site,official,湖北省人民政府国有资产监督管理委员会,https://gzw.hubei.gov.cn/,https://gzw.hubei.gov.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gzw.hubei.gov.cn/,active
军队人才网,military_civilian,,official_recruitment_page,official,中国人民解放军专业技术人才网,https://81rc.81.cn/?tg=sg,https://81rc.81.cn/?tg=sg,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://81rc.81.cn/?tg=sg,active
中央机关及其直属机构考试录用公务员专题网站,national_civil_service,,exam_site,official,bm.scs.gov.cn/pp/gkweb/core/web/ui/business/home/gkhome.html,http://bm.scs.gov.cn/kl2026,http://bm.scs.gov.cn/kl2026,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,http://bm.scs.gov.cn/kl2026,active
上海公务员考试官方来源档案,provincial_civil_service,,exam_site,official,上海公务员考试报名系统,https://bm.shacs.gov.cn/zlxt,https://bm.shacs.gov.cn/zlxt,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://bm.shacs.gov.cn/zlxt,active
云南公务员考试官方来源档案,provincial_civil_service,,exam_site,official,云南省公务员招录,https://ylxf.1237125.cn/TopicWeb/ynskslygwy/index.html,https://ylxf.1237125.cn/TopicWeb/ynskslygwy/index.html,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://ylxf.1237125.cn/TopicWeb/ynskslygwy/index.html,active
北京公务员考试官方来源档案,provincial_civil_service,,exam_site,official,公务员招考_首都之窗_北京市人民政府门户网站,https://www.beijing.gov.cn/gongkai/rsxx/gwyzk/index.html,https://beijing.gov.cn/gongkai/rsxx/gwyzk/index.html,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://www.beijing.gov.cn/gongkai/rsxx/gwyzk/index.html,active
吉林公务员考试官方来源档案,provincial_civil_service,,exam_site,official,吉林省人力资源和社会保障厅,https://hrss.jl.gov.cn/,https://hrss.jl.gov.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://hrss.jl.gov.cn/,active
四川公务员考试官方来源档案,provincial_civil_service,,exam_site,official,四川省人力资源和社会保障厅,https://www.scpta.com.cn/front/Special/Info/85887d50aadf43f491088f4a9106c647,https://scpta.com.cn/front/Special/Info/85887d50aadf43f491088f4a9106c647,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://www.scpta.com.cn/front/Special/Info/85887d50aadf43f491088f4a9106c647,active
天津公务员考试官方来源档案,provincial_civil_service,,exam_site,official,招考录用_天津政务网,https://www.tj.gov.cn/zwgk/zfxxgkzl/fdzdgknr/zkly/,https://tj.gov.cn/zwgk/zfxxgkzl/fdzdgknr/zkly,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://www.tj.gov.cn/zwgk/zfxxgkzl/fdzdgknr/zkly/,active
宁夏公务员考试官方来源档案,provincial_civil_service,,exam_site,official,宁夏人事考试中心,https://www.nxpta.com/,https://nxpta.com/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://www.nxpta.com/,active
山东公务员考试官方来源档案,provincial_civil_service,,exam_site,official,报考首页,https://gwy.sdrsks.org.cn/skbm2026.html,https://gwy.sdrsks.org.cn/skbm2026.html,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gwy.sdrsks.org.cn/skbm2026.html,active
山西公务员考试官方来源档案,provincial_civil_service,,exam_site,official,山西省人力资源和社会保障厅,https://rst.shanxi.gov.cn/,https://rst.shanxi.gov.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://rst.shanxi.gov.cn/,active
广东公务员考试官方来源档案,provincial_civil_service,,exam_site,official,广东组织工作,https://www.gdzz.gov.cn/,https://gdzz.gov.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://www.gdzz.gov.cn/,active
广西公务员考试官方来源档案,provincial_civil_service,,exam_site,official,欢迎来到广西人事考试网,https://www.gxpta.com.cn/,https://gxpta.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://www.gxpta.com.cn/,active
新疆公务员考试官方来源档案,provincial_civil_service,,exam_site,official,新疆人事考试中心,https://www.xjrsks.com.cn/,https://xjrsks.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://www.xjrsks.com.cn/,active
江苏公务员考试官方来源档案,provincial_civil_service,,exam_site,official,江苏省人力资源和社会保障厅 人事考试网,https://jshrss.jiangsu.gov.cn/col/col57253/index.html,https://jshrss.jiangsu.gov.cn/col/col57253/index.html,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://jshrss.jiangsu.gov.cn/col/col57253/index.html,active
江西公务员考试官方来源档案,provincial_civil_service,,exam_site,official,江西省人事考试网,http://www.jxpta.com/,http://jxpta.com/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,http://www.jxpta.com/,active
河北公务员考试官方来源档案,provincial_civil_service,,exam_site,official,河北省人事考试网,https://www.hebpta.com.cn/,https://hebpta.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://www.hebpta.com.cn/,active
海南公务员考试官方来源档案,provincial_civil_service,,exam_site,official,公务员考试 -- 海南省考试局,https://ea.hainan.gov.cn/ywdt/gwyks/,https://ea.hainan.gov.cn/ywdt/gwyks,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://ea.hainan.gov.cn/ywdt/gwyks/,active
湖北公务员考试官方来源档案,provincial_civil_service,,exam_site,official,湖北省人事考试网--湖北省人事考试网,https://rst.hubei.gov.cn/hbrsksw/,https://rst.hubei.gov.cn/hbrsksw,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://rst.hubei.gov.cn/hbrsksw/,active
湖南公务员考试官方来源档案,provincial_civil_service,,exam_site,official,2026年 - 湖南人事考试网,https://rst.hunan.gov.cn/rst/hnrsksw/c103103/gwy2026/rskswlist.html,https://rst.hunan.gov.cn/rst/hnrsksw/c103103/gwy2026/rskswlist.html,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://rst.hunan.gov.cn/rst/hnrsksw/c103103/gwy2026/rskswlist.html,active
福建公务员考试官方来源档案,provincial_civil_service,,exam_site,official,首页 - 福建省公务员考试录用网,http://gwykl.fujian.gov.cn,http://gwykl.fujian.gov.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,http://gwykl.fujian.gov.cn,active
西藏公务员考试官方来源档案,provincial_civil_service,,exam_site,official,西藏自治区2026年高校毕业生公开考录公务员公告_西藏自治区人力资源和社会保障厅,https://hrss.xizang.gov.cn/xwzx/tzgg/202512/t20251202_512168.html,https://hrss.xizang.gov.cn/xwzx/tzgg/202512/t20251202_512168.html,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://hrss.xizang.gov.cn/xwzx/tzgg/202512/t20251202_512168.html,active
贵州公务员考试官方来源档案,provincial_civil_service,,exam_site,official,贵州人事考试信息网,https://www.gzrsks.com.cn/,https://gzrsks.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://www.gzrsks.com.cn/,active
辽宁公务员考试官方来源档案,provincial_civil_service,,exam_site,official,辽宁人事考试网,https://www.lnrsks.com/,https://lnrsks.com/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://www.lnrsks.com/,active
重庆公务员考试官方来源档案,provincial_civil_service,,exam_site,official,2026年_重庆市人力资源和社会保障局,https://rlsbj.cq.gov.cn/ztzl/zqs2020ndkslygwyzl/,https://rlsbj.cq.gov.cn/ztzl/zqs2020ndkslygwyzl,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://rlsbj.cq.gov.cn/ztzl/zqs2020ndkslygwyzl/,active
陕西公务员考试官方来源档案,provincial_civil_service,,exam_site,official,陕西人事考试网,https://www.sxrsks.cn/,https://sxrsks.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://www.sxrsks.cn/,active
黑龙江公务员考试官方来源档案,provincial_civil_service,,exam_site,official,hljsgwy.org.cn/tyzpwb/index.html,https://www.hljsgwy.org.cn/,https://hljsgwy.org.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://www.hljsgwy.org.cn/,active
